unit_code,MARKET_SEGMENT_DESCRIPTION,vaps_code,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
MO328,Highway & Heavy Construction,WSBASP1O,125,28,22.40,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Home Builders & Developers,WSBASP1O,765,171,22.35,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Manufacturing,WSBASP1O,127,37,29.13,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Mining & Utilities,WSBASP1O,135,26,19.26,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Non-Residential & GCs,WSBASP1O,514,131,25.49,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Other,WSBASP1O,62,19,30.65,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Professional Services,WSBASP1O,528,106,20.08,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Public Administration,WSBASP1O,48,9,18.75,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Retail & Wholesale Trade,WSBASP1O,205,41,20.00,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Subcontractors,WSBASP1O,354,77,21.75,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,,WSBASP1O,24,8,33.33,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO328,Engineering & Architecture,WSBASP1WS,91,1,1.10,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Highway & Heavy Construction,WSBASP1WS,125,3,2.40,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Home Builders & Developers,WSBASP1WS,765,7,0.92,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Manufacturing,WSBASP1WS,127,5,3.94,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Mining & Utilities,WSBASP1WS,135,10,7.41,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Non-Residential & GCs,WSBASP1WS,514,9,1.75,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Professional Services,WSBASP1WS,528,5,0.95,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Public Administration,WSBASP1WS,48,1,2.08,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO328,Manufacturing,WSBASPCU,127,1,0.79,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Basic,VAPS MAPPING
MO328,Subcontractors,WSBASPCU,354,1,0.28,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Basic Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Basic,VAPS MAPPING
MO328,"Educational, Membership & Religious Organizations",WSPLAN1,152,1,0.66,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Engineering & Architecture,WSPLAN1,91,2,2.20,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Highway & Heavy Construction,WSPLAN1,125,8,6.40,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Home Builders & Developers,WSPLAN1,765,48,6.27,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Manufacturing,WSPLAN1,127,3,2.36,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Mining & Utilities,WSPLAN1,135,20,14.81,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Non-Residential & GCs,WSPLAN1,514,23,4.47,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Professional Services,WSPLAN1,528,20,3.79,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Retail & Wholesale Trade,WSPLAN1,205,3,1.46,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO328,Subcontractors,WSPLAN1,354,29,8.19,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
